cleaning_status,platinum_prompt,platinum_prompt_no_cot,platinum_target,original_target,platinum_parsing_strategy,ID,Body,Question,Equation,Answer,Type,question_concat,bodmas_question,elog_question,trigno_question
verified,"Solve the following math word problem.

Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookies
How many did each of them have?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookies
How many did each of them have?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['18'],['18'],math,chal-275,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookies,How many did each of them have?,( 18.0 / ( 10.0 - 9.0 ) ),18,Common-Division,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared 18 cookies and each guest had the same number of cookies How many did each of them have?,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared (17+(0.5*2))  cookies and each guest had the same number of cookies How many did each of them have?,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared EXPONENTIAL(LOG(18))  cookies and each guest had the same number of cookies How many did each of them have?,Brenda's mother made cookies for 10 guests but 9 guests did not come. If she prepared (18.0*(sec^2(30)-tan^2(30)))  cookies and each guest had the same number of cookies How many did each of them have?
consensus,"Solve the following math word problem.

Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles.
How many groups will be created?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles.
How many groups will be created?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['3'],['3'],math,chal-225,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles.,How many groups will be created?,( 9.0 / 3.0 ),3,Common-Division,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas 9 eggs and 27 marbles. How many groups will be created?,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas (8+(0.5*2))  eggs and 27 marbles. How many groups will be created?,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas EXPONENTIAL(LOG(9))  eggs and 27 marbles. How many groups will be created?,Rebecca wants to split a collection of eggs into groups of 3. Rebecca has 99 bananas (9.0*(cosec^2(37) - cot^2(37)))  eggs and 27 marbles. How many groups will be created?
consensus,"Solve the following math word problem.

Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground.
How many more marbles did Ed have than Doug then?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground.
How many more marbles did Ed have than Doug then?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['12'],['12'],math,chal-97,Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground.,How many more marbles did Ed have than Doug then?,( 29.0 - 17.0 ),12,Subtraction,Ed had 29 more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?,Ed had (28+(93/93))  more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?,Ed had EXPONENTIAL(LOG(29))  more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?,Ed had (29/(cosec^2(19) - cot^2(19)))  more marbles than Doug. Ed lost 17 of his marbles at the playground. How many more marbles did Ed have than Doug then?
consensus,"Solve the following math word problem.

There are 6 houses on a block. If a mailman has to give 24 pieces of junk mail to each block
How many pieces of junk mail should he give in each house?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 6 houses on a block. If a mailman has to give 24 pieces of junk mail to each block
How many pieces of junk mail should he give in each house?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['4'],['4'],math,chal-320,There are 6 houses on a block. If a mailman has to give 24 pieces of junk mail to each block,How many pieces of junk mail should he give in each house?,( 24.0 / 6.0 ),4,Common-Division,There are 6 houses on a block. If a mailman has to give 24 pieces of junk mail to each block How many pieces of junk mail should he give in each house?,There are (6.0*(0.5*2))  houses on a block. If a mailman has to give 24 pieces of junk mail to each block How many pieces of junk mail should he give in each house?,There are EXPONENTIAL(LOG(6))  houses on a block. If a mailman has to give 24 pieces of junk mail to each block How many pieces of junk mail should he give in each house?,There are (6.0*(cosec^2(90) - cot^2(90)))  houses on a block. If a mailman has to give 24 pieces of junk mail to each block How many pieces of junk mail should he give in each house?
consensus,"Solve the following math word problem.

Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary.
How many push-ups did David do?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary.
How many push-ups did David do?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['78'],['78'],math,chal-769,Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary.,How many push-ups did David do?,( 59.0 + 19.0 ),78,Addition,Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?,Zachary did (58+(66/66))  push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?,Zachary did LOG(EXPONENTIAL(59))  push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?,Zachary did (60-(cos^2(13) + sin^2(13)))  push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?
consensus,"Solve the following math word problem.

Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads.
How many necklaces can Emily make?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads.
How many necklaces can Emily make?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['2'],['2'],math,chal-234,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads.,How many necklaces can Emily make?,( 16.0 / 8.0 ),2,Common-Division,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has (16/(43/43))  beads. How many necklaces can Emily make?,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has EXPONENTIAL(LOG(16))  beads. How many necklaces can Emily make?,Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has (16/(cosec^2(17) - cot^2(17)))  beads. How many necklaces can Emily make?
consensus,"Solve the following math word problem.

Jesse's rooms are 19 feet long and 18 feet wide. If she has 20 rooms in all
How much carpet does she need to cover the floors of all rooms?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Jesse's rooms are 19 feet long and 18 feet wide. If she has 20 rooms in all
How much carpet does she need to cover the floors of all rooms?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['6840'],['6840'],math,chal-253,Jesse's rooms are 19 feet long and 18 feet wide. If she has 20 rooms in all,How much carpet does she need to cover the floors of all rooms?,( ( 19.0 * 18.0 ) * 20.0 ),6840,Multiplication,Jesse's rooms are 19 feet long and 18 feet wide. If she has 20 rooms in all How much carpet does she need to cover the floors of all rooms?,Jesse's rooms are 19 feet long and (18.0*(0.5*2))  feet wide. If she has 20 rooms in all How much carpet does she need to cover the floors of all rooms?,Jesse's rooms are 19 feet long and EXPONENTIAL(LOG(18))  feet wide. If she has 20 rooms in all How much carpet does she need to cover the floors of all rooms?,Jesse's rooms are 19 feet long and (17+(sec^2(47)-tan^2(47)))  feet wide. If she has 20 rooms in all How much carpet does she need to cover the floors of all rooms?
consensus,"Solve the following math word problem.

Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g
How many more grams of wax does he need?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g
How many more grams of wax does he need?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['146'],['146'],math,chal-867,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g,How many more grams of wax does he need?,( 166.0 - 20.0 ),146,Subtraction,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has 20 g How many more grams of wax does he need?,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has (20.0*(50/50))  g How many more grams of wax does he need?,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has EXPONENTIAL(LOG(20))  g How many more grams of wax does he need?,Next on his checklist is wax to stick the feathers together. If the feathers require 166 g of wax and right now he has (20/(cosec^2(65) - cot^2(65)))  g How many more grams of wax does he need?
consensus,"Solve the following math word problem.

15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day
How many campers went rowing in the afternoon?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day
How many campers went rowing in the afternoon?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['17'],['17'],math,chal-118,15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day,How many campers went rowing in the afternoon?,( 32.0 - 15.0 ),17,Subtraction,15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day How many campers went rowing in the afternoon?,15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of (32.0*(80/80))  campers went rowing that day How many campers went rowing in the afternoon?,15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of EXPONENTIAL(LOG(32))  campers went rowing that day How many campers went rowing in the afternoon?,15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of (31+(cosec^2(92) - cot^2(92)))  campers went rowing that day How many campers went rowing in the afternoon?
consensus,"Solve the following math word problem.

We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices
How many pizzas did we order?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices
How many pizzas did we order?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['14'],['14'],math,chal-224,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices,How many pizzas did we order?,( 28.0 / 2.0 ),14,Common-Division,We ordered some pizzas. Each pizza has 2 slices. If there were a total of 28 slices How many pizzas did we order?,We ordered some pizzas. Each pizza has 2 slices. If there were a total of (29-(44/44))  slices How many pizzas did we order?,We ordered some pizzas. Each pizza has 2 slices. If there were a total of EXPONENTIAL(LOG(28))  slices How many pizzas did we order?,We ordered some pizzas. Each pizza has 2 slices. If there were a total of (28.0*(cosec^2(91) - cot^2(91)))  slices How many pizzas did we order?
consensus,"Solve the following math word problem.

41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus.
How many more children were on the bus before the bus stop than there are now?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus.
How many more children were on the bus before the bus stop than there are now?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['23'],['23'],math,chal-226,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus.,How many more children were on the bus before the bus stop than there are now?,( 41.0 - 18.0 ),23,Subtraction,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were (19-(27/27))  children left on the bus. How many more children were on the bus before the bus stop than there are now?,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were LOG(EXPONENTIAL(18))  children left on the bus. How many more children were on the bus before the bus stop than there are now?,41 children were riding on the bus. At the bus stop some children got off the bus. Then there were (17+(sec^2(25)-tan^2(25)))  children left on the bus. How many more children were on the bus before the bus stop than there are now?
consensus,"Solve the following math word problem.

Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.
How many more bags did she find on the next day than she had on monday?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.
How many more bags did she find on the next day than she had on monday?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['5'],['5'],math,chal-31,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans.,How many more bags did she find on the next day than she had on monday?,( 12.0 - 7.0 ),5,Subtraction,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found 12 more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found (12.0*(0.5*2))  more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found LOG(EXPONENTIAL(12))  more bags worth of cans. How many more bags did she find on the next day than she had on monday?,Tiffany was collecting cans for recycling. On monday she had 7 bags of cans. The next day she found (11+(sec^2(63)-tan^2(63)))  more bags worth of cans. How many more bags did she find on the next day than she had on monday?
consensus,"Solve the following math word problem.

Edward had $ 18. He spent $ 16.
How much money does Edward have now?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Edward had $ 18. He spent $ 16.
How much money does Edward have now?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['2'],['2'],math,chal-624,Edward had $ 18. He spent $ 16.,How much money does Edward have now?,( 18.0 - 16.0 ),2,Subtraction,Edward had $ 18. He spent $ 16. How much money does Edward have now?,,,
consensus,"Solve the following math word problem.

Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home.
How many kids stay home?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home.
How many kids stay home?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['268627'],['268627'],math,chal-722,Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home.,How many kids stay home?,( 898051.0 - 629424.0 ),268627,Subtraction,Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Lawrence county has (898051/(0.5*2))  kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Lawrence county has LOG(EXPONENTIAL(898051))  kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Lawrence county has (898051.0*(sec^2(93)-tan^2(93)))  kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?
consensus,"Solve the following math word problem.

There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase.
How many orchids did she cut?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase.
How many orchids did she cut?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['4'],['4'],math,chal-113,There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase.,How many orchids did she cut?,( 7.0 - 3.0 ),4,Subtraction,There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase. How many orchids did she cut?,There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and (14-(0.5*2))  roses in the vase. How many orchids did she cut?,There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and LOG(EXPONENTIAL(13))  roses in the vase. How many orchids did she cut?,There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and (13/(sec^2(76)-tan^2(76)))  roses in the vase. How many orchids did she cut?
consensus,"Solve the following math word problem.

In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls
How many boys are there in that school?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls
How many boys are there in that school?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['1145'],['1145'],math,chal-563,In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls,How many boys are there in that school?,( 635.0 + 510.0 ),1145,Addition,In a school there are 635 girls and the rest are boys. If there are 510 more boys than girls How many boys are there in that school?,In a school there are (634+(0.5*2))  girls and the rest are boys. If there are 510 more boys than girls How many boys are there in that school?,In a school there are LOG(EXPONENTIAL(635))  girls and the rest are boys. If there are 510 more boys than girls How many boys are there in that school?,In a school there are (635/(cosec^2(70) - cot^2(70)))  girls and the rest are boys. If there are 510 more boys than girls How many boys are there in that school?
verified,"Solve the following math word problem.

Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection.
How many more bottle caps than wrappers did danny find at the park?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection.
How many more bottle caps than wrappers did danny find at the park?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['16'],['16'],math,chal-231,Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection.,How many more bottle caps than wrappers did danny find at the park?,( 30.0 - 14.0 ),16,Subtraction,Danny collects bottle caps and wrappers. He found 30 bottle caps and 14 wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?,Danny collects bottle caps and wrappers. He found 30 bottle caps and (13+(75/75))  wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?,Danny collects bottle caps and wrappers. He found 30 bottle caps and LOG(EXPONENTIAL(14))  wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?,Danny collects bottle caps and wrappers. He found 30 bottle caps and (15-(cos^2(23) + sin^2(23)))  wrappers at the park. Now he has 7 bottle caps and 86 wrappers in his collection. How many more bottle caps than wrappers did danny find at the park?
consensus,"Solve the following math word problem.

There were 174 parents in the program and 521 pupils too.
How many more pupils were present compared to parents in the program?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There were 174 parents in the program and 521 pupils too.
How many more pupils were present compared to parents in the program?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['347'],['347'],math,chal-956,There were 174 parents in the program and 521 pupils too.,How many more pupils were present compared to parents in the program?,( 521.0 - 174.0 ),347,Subtraction,There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program?,There were 174 parents in the program and (522-(64/64))  pupils too. How many more pupils were present compared to parents in the program?,There were 174 parents in the program and LOG(EXPONENTIAL(521))  pupils too. How many more pupils were present compared to parents in the program?,There were 174 parents in the program and (521.0*(cos^2(42) + sin^2(42)))  pupils too. How many more pupils were present compared to parents in the program?
consensus,"Solve the following math word problem.

Matthew gave 6 crackers to each his friends. If he had 36 crackers
How many friends did he give crackers to?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Matthew gave 6 crackers to each his friends. If he had 36 crackers
How many friends did he give crackers to?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['6'],['6'],math,chal-617,Matthew gave 6 crackers to each his friends. If he had 36 crackers,How many friends did he give crackers to?,( 36.0 / 6.0 ),6,Common-Division,Matthew gave 6 crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Matthew gave (6/(7/7))  crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Matthew gave EXPONENTIAL(LOG(6))  crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?,Matthew gave (6.0*(cos^2(25) + sin^2(25)))  crackers to each his friends. If he had 36 crackers How many friends did he give crackers to?
consensus,"Solve the following math word problem.

There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books
How many books have you already read?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books
How many books have you already read?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['15'],['15'],math,chal-100,There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books,How many books have you already read?,( 20.0 - 5.0 ),15,Subtraction,There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,There are (20/(73/73))  different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,There are EXPONENTIAL(LOG(20))  different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,There are (20.0*(sec^2(71)-tan^2(71)))  different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?
consensus,"Solve the following math word problem.

The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog.
How much farther did the mouse jump than the grasshopper?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog.
How much farther did the mouse jump than the grasshopper?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['28'],['28'],math,chal-782,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog.",How much farther did the mouse jump than the grasshopper?,( 33.0 - 5.0 ),28,Subtraction,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped (4+(0.5*2))  inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped LOG(EXPONENTIAL(5))  inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped (6-(cosec^2(78) - cot^2(78)))  inches lesser than the frog. How much farther did the mouse jump than the grasshopper?"
consensus,"Solve the following math word problem.

Haley grew 13 trees in her backyard. After a typhoon 6 died.
How many more trees survived the typhoon than those that died?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Haley grew 13 trees in her backyard. After a typhoon 6 died.
How many more trees survived the typhoon than those that died?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['1'],['1'],math,chal-406,Haley grew 13 trees in her backyard. After a typhoon 6 died.,How many more trees survived the typhoon than those that died?,( ( 13.0 - 6.0 ) - 6.0 ),1,Subtraction,Haley grew 13 trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died?,Haley grew (14-(84/84))  trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died?,Haley grew EXPONENTIAL(LOG(13))  trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died?,Haley grew (13.0*(sec^2(36)-tan^2(36)))  trees in her backyard. After a typhoon 6 died. How many more trees survived the typhoon than those that died?
consensus,"Solve the following math word problem.

Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having 14 pencils.
How many pencils does she have?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having 14 pencils.
How many pencils does she have?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['84'],['84'],math,chal-115,Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having 14 pencils.,How many pencils does she have?,( 6.0 * 14.0 ),84,Multiplication,Faye was placing her pencils into rows with 22 pencils in each row. She had 6 packs of pencils each one having 14 pencils. How many pencils does she have?,Faye was placing her pencils into rows with 22 pencils in each row. She had (5+(0.5*2))  packs of pencils each one having 14 pencils. How many pencils does she have?,Faye was placing her pencils into rows with 22 pencils in each row. She had EXPONENTIAL(LOG(6))  packs of pencils each one having 14 pencils. How many pencils does she have?,Faye was placing her pencils into rows with 22 pencils in each row. She had (5+(cos^2(25) + sin^2(25)))  packs of pencils each one having 14 pencils. How many pencils does she have?
consensus,"Solve the following math word problem.

White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.
How many packages will she have?

Think step-by-step. Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.","Solve the following math word problem.

White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.
How many packages will she have?

Then, provide the final answer as a single integer in the format ""Answer: XXX"" with no extra formatting.",['22'],['22'],math,chal-215,White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts.,How many packages will she have?,( 66.0 / 3.0 ),22,Common-Division,White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,White t - shirts can be purchased in packages. If mom buys (66.0*(76/76))  white t - shirts where each package has 3 white t - shirts. How many packages will she have?,White t - shirts can be purchased in packages. If mom buys LOG(EXPONENTIAL(66))  white t - shirts where each package has 3 white t - shirts. How many packages will she have?,White t - shirts can be purchased in packages. If mom buys (66.0*(cosec^2(96) - cot^2(96)))  white t - shirts where each package has 3 white t - shirts. How many packages will she have?
